coef_topic_19,coef_topic_18,coef_topic_17,coef_topic_16,coef_topic_15,coef_topic_14,coef_topic_13,coef_topic_12,coef_topic_11,coef_topic_10,coef_topic_9,coef_topic_8,coef_topic_7,coef_topic_6,coef_topic_5,coef_topic_4,coef_topic_3,coef_topic_2,coef_topic_1,coef_topic_0,intercept,state,law_id,content,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,effect
-0.184381781671237,0,1.59677595803668,0.0,0.0,0,-8.53376803954934,0,0,6.89517660049658,5.26566599126378e-07,3.74347752759878,0.0086451859098625,0.0,0.0090727134388381,43.2452259806496,-3.19077901904861e-08,0.0,0.172598342440032,0,121.341334025043,Alabama,AL1007,"Section 1. That Article 2, Chapter 40, of Title 14 of the 1940 Code of Alabama, be and the same is hereby amended to read as follows: [...] Section 180. Dealers to be licensed. -- No retail dealer shall sell or otherwise transfer, or expose for sale or transfer, or have in his possession with intent to sell, or otherwise transfer, any pistol without being licensed and hereinafter provided. Section 181. Dealer's licenses, by whom granted and conditions thereof.-The duly constituted licensing authorities of any city, town or political subdivision of this state may grant licenses in forms prescribed by the secretary of state, effective for not more than one year from date of issue, permitting the licensee to sell pistols at retail within this state subject to the following conditions in addition to those specified in section 179 of this title, for breach of any of which the license shall be forfeited and the licensee subject to punishment as provided in this article. The business shall be carried on only in the building designated in the license. The license or a copy thereof, certified by the issuing authority, shall be displayed on the premises where it can easily be read. No pistol shall be sold in violation of any provision of this article, nor shall a pistol be sold under any circumstances unless the purchaser is personally known to the seller or shall present clear evidence of his identity. A true record in triplicate shall be made of every pistol sold, in a book kept for the purpose, the form of which may be prescribed by the secretary of state and shall be personally signed by the purchaser and by the person effecting the sale, the caliber, make, model and manufacturer's number of the weapon, the name, address, occupation, color and place of birth of purchaser and a statement signed by the purchaser that he has never been convicted in this state or elsewhere of a crime of violence. One copy shall within six hours be sent by registered mail to the chief of police of the municipality or the sheriff of the county of which the dealer is a resident; the duplicate the dealer shall within seven days send to the secretary of state; the triplicate the dealer shall retain for six years. No pistol or imitation thereof or placard advertising the sale thereof

shall be displayed in any part of any premises where it can readily be seen from the outside. The fee for issuing said license shall be fifty cents which fee shall be paid into the state treasury.",0.0027466812741312,0.0,0.0037053811353282,0.0082885730075837,0.0,0.0436692827864793,0.0,0.0,0.0,0.0937966587117828,0.0,0.0300401375960153,0.0,0.0196035558719654,0.0,0.0,0.2016249559006389,0.0,0.0,0.0395000483928038,-0.17417903984594454
-0.184381781671237,0,1.59677595803668,0.0,0.0,0,-8.53376803954934,0,0,6.89517660049658,5.26566599126378e-07,3.74347752759878,0.0086451859098625,0.0,0.0090727134388381,43.2452259806496,-3.19077901904861e-08,0.0,0.172598342440032,0,121.341334025043,Alabama,AL1011,"§ 13A-11-57(a) Any person who sells, gives or lends to any minor any pistol , except under the circumstances provided in Section.

13A-11-72, bowie knife, or other knife of like kind or description, shall, on conviction, be fined not less than fifty dollars ($ 50) nor more than five hundred dollars ($ 500).",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0090064271909037,0.0,0.0350638694800836,0.0,0.0,0.0,0.0735068784688579,0.0951834885943041,0.0,0.0,0.0,0.0,0.0031154658527686,-0.6277872046083349
-0.184381781671237,0,1.59677595803668,0.0,0.0,0,-8.53376803954934,0,0,6.89517660049658,5.26566599126378e-07,3.74347752759878,0.0086451859098625,0.0,0.0090727134388381,43.2452259806496,-3.19077901904861e-08,0.0,0.172598342440032,0,121.341334025043,Alabama,AL1012,"No person who is a minor, except under the circumstances provided in this section, a drug addict, or an habitual drunkard shall own a pistol or have one in his or her possession or under his or her control.",0.0006530738789131,0.0,0.0,0.0008239858555992,0.0075749123371199,0.0,0.0,0.0006433805451648,0.0244247158178154,0.0829493177566214,0.0261569490555059,0.0175951345748977,0.001496464171033,0.0,0.1215940909299622,0.0,0.0,0.0080257323539432,0.0,0.0,0.6121898559171305
-0.184381781671237,0,1.59677595803668,0.0,0.0,0,-8.53376803954934,0,0,6.89517660049658,5.26566599126378e-07,3.74347752759878,0.0086451859098625,0.0,0.0090727134388381,43.2452259806496,-3.19077901904861e-08,0.0,0.172598342440032,0,121.341334025043,Alabama,AL1015,"§ 13A-11-79 ... A true record in triplicate shall be made of every pistol sold, in a book kept for the purpose, the form of which may be prescribed by the Secretary of State and shall be personally signed by the purchaser and by the person effecting the sale, the caliber, make, model and manufacturer's number of the weapon, the name, address, occupation, color and place of birth of purchaser and a statement signed by the purchaser that he has never been convicted in this state or elsewhere of a crime of violence. One copy shall be sent within six hours by registered or certified mail to the chief of police of the municipality or the sheriff of the county of which the dealer is a resident; the dealer shall within seven days send the duplicate to the Secretary of State; and the dealer shall retain the triplicate for six years. ...",0.0063658509334003,0.0,0.0066762513043344,0.0,0.0,0.0467879733330349,0.0,0.0,0.0,0.0092225160163888,0.0,0.0,0.0054574996993731,0.0237819563593885,0.0,0.0010770358329791,0.223280014346867,0.0,0.0,0.0,-0.20252520036700325
-0.184381781671237,0,1.59677595803668,0.0,0.0,0,-8.53376803954934,0,0,6.89517660049658,5.26566599126378e-07,3.74347752759878,0.0086451859098625,0.0,0.0090727134388381,43.2452259806496,-3.19077901904861e-08,0.0,0.172598342440032,0,121.341334025043,Alabama,AL1018,No seller shall deliver a pistol to the purchaser thereof until forty-eight hours shall have elapsed.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095885849358881,0.0,0.1173823168535604,0.0,0.0,0.0,0.0,0.0,0.0,0.1419251837188176,0.0,0.0,0.0,8.295690899064278e-05
-0.184381781671237,0,1.59677595803668,0.0,0.0,0,-8.53376803954934,0,0,6.89517660049658,5.26566599126378e-07,3.74347752759878,0.0086451859098625,0.0,0.0090727134388381,43.2452259806496,-3.19077901904861e-08,0.0,0.172598342440032,0,121.341334025043,Alabama,AL1023,"No person who has been convicted in this state or elsewhere of committing or attempting to commit a crime of violence, misdemeanor offense of domestic violence, violent offense as listed in Section 12-25-32(14), anyone who is subject to a valid protection order for domestic abuse, or anyone of unsound mind shall own a pistol firearm or have one in his or her possession or under his or her control.

",0.0,0.0,0.0,0.007650267034135,0.0635874861450674,0.0,0.0,0.0,0.0004515051136517,0.0377766745868815,0.0310289000654882,0.0,0.0,0.0,0.0,0.0,0.0,0.0851856220872276,0.1426635414600883,0.0,3.1015175257692333
-0.184381781671237,0,1.59677595803668,0.0,0.0,0,-8.53376803954934,0,0,6.89517660049658,5.26566599126378e-07,3.74347752759878,0.0086451859098625,0.0,0.0090727134388381,43.2452259806496,-3.19077901904861e-08,0.0,0.172598342440032,0,121.341334025043,Alabama,AL1024,"(a) No person who has been convicted in this state or elsewhere of committing or attempting to commit a crime of violence, misdemeanor offense of domestic violence, violent offense as listed in Section 12-25-32(15), anyone who is subject to a valid protection order for domestic abuse, or anyone of unsound mind shall own a firearm or have one in his or her possession or under his or her control.                                                       (o) The term “unsound mind” as used in this section includes any person who is subject to any of the findings listed below, and who has not had his or her rights to possess a firearm reinstated by operation of law or legal process:

(1) Found by a court, board, commission, or other lawful authority that, as a result of marked subnormal intelligence, mental illness, incompetency, condition, or disease, is a danger to himself or herself or others or lacks the mental capacity to contract or manage his or her own affairs.

",0.0,0.0,0.0,0.0031597287624583,0.0481383438850334,0.0,0.0,0.0,0.0264034703935349,0.0,0.1031851529215176,0.0004003694440244,0.0,0.0,0.0013980885650506,0.0,0.0,0.0612867739782102,0.1085974018319912,0.0,2.989935456787633
-0.184381781671237,0,1.59677595803668,0.0,0.0,0,-8.53376803954934,0,0,6.89517660049658,5.26566599126378e-07,3.74347752759878,0.0086451859098625,0.0,0.0090727134388381,43.2452259806496,-3.19077901904861e-08,0.0,0.172598342440032,0,121.341334025043,Alabama,AL1025,"(a) No person who has been convicted in this state or elsewhere of committing or attempting to commit a crime of violence, misdemeanor offense of domestic violence, violent offense as listed in Section 12-25-32(15), anyone who is subject to a valid protection order for domestic abuse, or anyone of unsound mind shall own a firearm or have one in his or her possession or under his or her control.                                                       (o) The term “unsound mind” as used in this section includes any person who is subject to any of the findings listed below, and who has not had his or her rights to possess a firearm reinstated by operation of law or legal process:



(2) Found to be insane, not guilty by reason of mental disease or defect, found mentally incompetent to stand trial, or found not guilty by a reason of lack of mental responsibility by a court in a criminal case, to include state, federal and military courts.

(3) Involuntarily committed for a final commitment for inpatient treatment to the Department of Mental Health or a Veterans' Administration hospital by a court after a hearing.",0.0,0.0,0.0,0.0006453446898293,0.0499149566976568,0.0014657667015485,0.0,0.0,0.0050269354808223,0.0,0.2159411871912545,0.0,0.0,0.0,0.0,0.0,0.0,0.054701700146313,0.0874343888500225,0.0062612374057088,3.752559623223937
-0.184381781671237,0,1.59677595803668,0.0,0.0,0,-8.53376803954934,0,0,6.89517660049658,5.26566599126378e-07,3.74347752759878,0.0086451859098625,0.0,0.0090727134388381,43.2452259806496,-3.19077901904861e-08,0.0,0.172598342440032,0,121.341334025043,Alabama,AL1031,"Beginning on the date that is 90 days after the date of enactment of this subsection and ending on the day before the date that is 60 months after such date of enactment, it shall be unlawful for any licensed importer, licensed manufacturer, or licensed dealer to sell, deliver, or transfer a handgun to an individual who is not licensed under section 923, unless— 

(A) after the most recent proposal of such transfer by the transferee— 

(i) the transferor has— 

(I) received from the transferee a statement of the transferee containing the information described in paragraph (3); 

(II) verified the identity of the transferee by examining the identification document presented; 

(III) within 1 day after the transferee furnishes the statement, provided notice of the contents of the statement to the chief law enforcement officer of the place of residence of the transferee; and 

(IV) within 1 day after the transferee furnishes the statement, transmitted a copy of the statement to the chief law enforcement officer of the place of residence of the transferee; and 

(ii) (I) 5 business days (meaning days on which State offices are open) have elapsed from the date the transferor furnished notice of the contents of the statement to the chief law enforcement officer, during which period the transferor has not received information from the chief law enforcement officer that receipt or possession of the handgun by the transferee would be in violation of Federal, State, or local law; or 

(II) the transferor has received notice from the chief law enforcement officer that the officer has no information indicating that receipt or possession of the handgun by the transferee would violate Federal, State, or local law.",0.2742548590726808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051586377614594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.184381781671237,0,1.59677595803668,0.0,0.0,0,-8.53376803954934,0,0,6.89517660049658,5.26566599126378e-07,3.74347752759878,0.0086451859098625,0.0,0.0090727134388381,43.2452259806496,-3.19077901904861e-08,0.0,0.172598342440032,0,121.341334025043,Alabama,AL1032,"Beginning on the date that is 30 days after the Attorney General notifies licensees under section 103(d) of the Brady Handgun Violence Prevention Act that the national instant criminal background check system is established, a licensed importer, licensed manufacturer, or licensed dealer shall not transfer a firearm to any other person who is not licensed under this chapter, unless—

(A) before the completion of the transfer, the licensee contacts the national instant criminal background check system established under section 103 of that Act;

(B) (i) the system provides the licensee with a unique identification number; or

(ii) 3 business days (meaning a day on which State offices are open) have elapsed since the licensee contacted the system, and the system has not notified the licensee that the receipt of a firearm by such other person would violate subsection (g) or (n) of this section; and

(C) the transferor has verified the identity of the transferee by examining a valid identification document (as defined in section 1028(d) of this title) of the transferee containing a photograph of the transferee.",0.0,0.0,0.0,0.4145261106618695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006858227235365,-0.00012646644228844756
-0.184381781671237,0,1.59677595803668,0.0,0.0,0,-8.53376803954934,0,0,6.89517660049658,5.26566599126378e-07,3.74347752759878,0.0086451859098625,0.0,0.0090727134388381,43.2452259806496,-3.19077901904861e-08,0.0,0.172598342440032,0,121.341334025043,Alabama,AL1037,"Common law castle doctrine. Common law castle doctrine was solidified in the United States throughout the 19th century.  “By the beginning of the twentieth century it was well accepted in the United States that a man attacked in his own home had no duty to retreat before using deadly force, so long as he reasonably believed it necessary to save his own life.” Indeed, by the 1920s, sources note that the castle doctrine expanded to cover situations where the individual had a reasonable fear of imminent death or severe bodily harm. (Catalfamo 509).",0.0,0.3699556194010858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06385372668500275
-0.184381781671237,0,1.59677595803668,0.0,0.0,0,-8.53376803954934,0,0,6.89517660049658,5.26566599126378e-07,3.74347752759878,0.0086451859098625,0.0,0.0090727134388381,43.2452259806496,-3.19077901904861e-08,0.0,0.172598342440032,0,121.341334025043,Alabama,AL1042,"(a) The purpose of this section is to establish within the Legislature complete control over regulation and policy pertaining to firearms, ammunition, and firearm accessories in order to ensure that such regulation and policy is applied uniformly throughout this state to each person subject to the state's jurisdiction and to ensure protection of the right to keep and bear arms recognized by the Constitutions of the State of Alabama and the United States. This section is to be liberally construed to accomplish its purpose. (e) Any existing orders, ordinances, or rules promulgated or enforced contrary to the terms of this section are null and void and any future order, ordinance, or rules shall comply with this section.",0.0,0.0084888819258512,0.0,0.0083169074631471,0.0605412845625201,0.0,0.0,0.0001662505261977,0.0,5.510136773883717e-05,0.0262547813696889,0.1562960374379138,0.0037446363828174,0.0,0.0,0.0,0.0,0.0153893530818864,0.0,0.0,2.8251928392072387
-0.0012844107603691,0,-0.0052295518674089,0.0,-0.145928598524891,0,-0.0295782845971988,0,0,0.0,0.0,-0.0035904065794842,0.0,0.0,0.0,-0.011228699644712,-1.5279487350063702e-10,-5.03738371432031e-11,0.0019538178857033,0,72.8663519028141,Alaska,AK1002,"It is unlawful for a person to carry concealed about his person, in any manner, [enumerated weapons].",0.0,0.0,0.0045746941017928,0.0,0.0,0.0,0.0,0.0,0.0,0.0249789946494299,0.0147743939281468,0.0,0.0177020342784563,0.1767872628442616,0.0,0.0,0.0,0.0651973637340291,0.0,0.0,-0.005570016969063233
-0.0012844107603691,0,-0.0052295518674089,0.0,-0.145928598524891,0,-0.0295782845971988,0,0,0.0,0.0,-0.0035904065794842,0.0,0.0,0.0,-0.011228699644712,-1.5279487350063702e-10,-5.03738371432031e-11,0.0019538178857033,0,72.8663519028141,Alaska,AK1009,"Alaska Stat. § 11.61.220(a)(3): A person commits the crime of misconduct involving weapons in the fifth degree if the person...being an unemancipated minor under 16 years of age, possesses a firearm, switchblade, or gravity knife without the consent of a parent or guardian of the minor.",0.0,0.0,0.0332556328345462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0325286497010885,0.1870361614978811,0.0,0.0,0.0532861759493643,0.0069001217601237,0.0,-0.0012408044810396724
-0.0012844107603691,0,-0.0052295518674089,0.0,-0.145928598524891,0,-0.0295782845971988,0,0,0.0,0.0,-0.0035904065794842,0.0,0.0,0.0,-0.011228699644712,-1.5279487350063702e-10,-5.03738371432031e-11,0.0019538178857033,0,72.8663519028141,Alaska,AK1011,A person commits the crime of misconduct involving weapons in the fourth degree if the person … (6) knowingly sells a firearm or a defensive weapon to a person under 18 years of age,0.0,0.0,0.0859517973680817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0920985425147255,0.0,0.0,0.0,0.1432027189267674,0.0186872791962716,0.0,-0.003473002951998994
-0.0012844107603691,0,-0.0052295518674089,0.0,-0.145928598524891,0,-0.0295782845971988,0,0,0.0,0.0,-0.0035904065794842,0.0,0.0,0.0,-0.011228699644712,-1.5279487350063702e-10,-5.03738371432031e-11,0.0019538178857033,0,72.8663519028141,Alaska,AK1015,"Alaska Stat. § 11.61.220(a)(3): A person commits the crime of misconduct involving weapons in the fifth degree if the person...being an unemancipated minor under 16 years of age, possesses a firearm, switchblade, or gravity knife without the consent of a parent or guardian of the minor.",0.0,0.0,0.0332556328345462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0325286497010885,0.1870361614978811,0.0,0.0,0.0532861759493643,0.0069001217601237,0.0,-0.0012408044810396724
-0.0012844107603691,0,-0.0052295518674089,0.0,-0.145928598524891,0,-0.0295782845971988,0,0,0.0,0.0,-0.0035904065794842,0.0,0.0,0.0,-0.011228699644712,-1.5279487350063702e-10,-5.03738371432031e-11,0.0019538178857033,0,72.8663519028141,Alaska,AK1016,A person commits the crime of misconduct involving weapons in the fourth degree if the person … (6) knowingly sells a firearm or a defensive weapon to a person under 18 years of age,0.0,0.0,0.0859517973680817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0920985425147255,0.0,0.0,0.0,0.1432027189267674,0.0186872791962716,0.0,-0.003473002951998994
