law_id,state,content,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19
AK1002,Alaska,"It is unlawful for a person to carry concealed about his person, in any manner, [enumerated weapons].",0.5956533985408251,0.6568548987180828,0.05564583879765544,0.0903299084159989,0.7893395218141053,0.03148741685508239,0.20068021124785992,0.0937793848924625,0.0,0.0233583828838863,1.203131066560073,0.19090634033153034,0.00035530106069190466,0.015564123338867699,0.09505427472632007,0.11574658183626395,0.0,0.30495651471711155,0.13743830530870718,0.054275368541947096
AK1009,Alaska,"Alaska Stat. § 11.61.220(a)(3): A person commits the crime of misconduct involving weapons in the fifth degree if the person...being an unemancipated minor under 16 years of age, possesses a firearm, switchblade, or gravity knife without the consent of a parent or guardian of the minor.",0.5135045306785804,0.0,1.0556667191412077,0.0,0.10955417388416083,0.08801287799913383,0.0,0.10964383037726418,1.0084237230204152,0.05267545304484462,0.0045370273179850045,0.3818048022880964,0.0,0.30076358366845607,0.693462139932775,0.06764755572715582,0.0,0.11897841953668552,0.3605704347139084,0.16594750462080265
AK1011,Alaska,A person commits the crime of misconduct involving weapons in the fourth degree if the person … (6) knowingly sells a firearm or a defensive weapon to a person under 18 years of age,0.8964408508759708,0.3638616830282839,0.0011750832395391385,0.06611346716767684,1.008212259453719,0.0,0.10493609395548094,0.1182754795764711,0.1607854521997917,0.0,0.7428909755160434,0.0,0.04537974753739866,0.0,0.059509809922609305,0.6964030436739753,0.17564476338939503,0.0,0.06625240166405148,0.06291455063924899
AK1015,Alaska,"Alaska Stat. § 11.61.220(a)(3): A person commits the crime of misconduct involving weapons in the fifth degree if the person...being an unemancipated minor under 16 years of age, possesses a firearm, switchblade, or gravity knife without the consent of a parent or guardian of the minor.",0.5135045499328993,0.0,1.055666689433295,0.0,0.10955416454471979,0.08801284450616537,0.0,0.10964379183763293,1.0084236916684983,0.05267544486130263,0.00453700871826299,0.38180481561044965,0.0,0.30076359028122823,0.6934621855306117,0.06764756645542867,0.0,0.11897846751626684,0.36057048023135563,0.16594753020233546
AK1016,Alaska,A person commits the crime of misconduct involving weapons in the fourth degree if the person … (6) knowingly sells a firearm or a defensive weapon to a person under 18 years of age,0.8964409805920796,0.3638615882945738,0.0011749841231520888,0.06611341877568845,1.0082122293449294,0.0,0.1049359794594573,0.118275430332476,0.16078541975347763,0.0,0.7428909515877419,0.0,0.04537972786372183,0.0,0.05950989441472763,0.6964030823005536,0.1756448866610713,0.0,0.06625247470746419,0.06291459233414884
AK1023,Alaska,"18.66.990(5): “household member” includes: (C) adults or minors who are dating or who have dated; (D) adults or minors who are engaged in or who have engaged in a sexual relationship.  188.66.100(c) A protective order under this section may: (6) prohibit the respondent from using or possessing a deadly weapon if the court finds the respondent was in the actual possession of or used a weapon during the commission of domestic violence;

(7) direct the respondent to surrender any firearm owned or possessed by the respondent if the court finds that the respondent was in the actual possession of or used a firearm during the commission of the domestic violence;",0.9246479056985675,0.3421970881151519,0.0,0.371209304497343,0.22827592156354737,0.0,0.6461475464469503,0.0,0.8640147991167497,0.07645066155816144,0.3884998314671136,0.0,0.0,0.09133846665187421,0.42921101039851584,0.04902413228740721,0.026560289474177316,0.9105395819911573,0.0,0.2516823630843177
AK1030,Alaska,"Beginning on the date that is 90 days after the date of enactment of this subsection and ending on the day before the date that is 60 months after such date of enactment, it shall be unlawful for any licensed importer, licensed manufacturer, or licensed dealer to sell, deliver, or transfer a handgun to an individual who is not licensed under section 923, unless— 

(A) after the most recent proposal of such transfer by the transferee— 

(i) the transferor has— 

(I) received from the transferee a statement of the transferee containing the information described in paragraph (3); 

(II) verified the identity of the transferee by examining the identification document presented; 

(III) within 1 day after the transferee furnishes the statement, provided notice of the contents of the statement to the chief law enforcement officer of the place of residence of the transferee; and 

(IV) within 1 day after the transferee furnishes the statement, transmitted a copy of the statement to the chief law enforcement officer of the place of residence of the transferee; and 

(ii) (I) 5 business days (meaning days on which State offices are open) have elapsed from the date the transferor furnished notice of the contents of the statement to the chief law enforcement officer, during which period the transferor has not received information from the chief law enforcement officer that receipt or possession of the handgun by the transferee would be in violation of Federal, State, or local law; or (II) the transferor has received notice from the chief law enforcement officer that the officer has no information indicating that receipt or possession of the handgun by the transferee would violate Federal, State, or local law.",0.8167521718918338,0.0,1.0409796187087454,0.0,0.0,0.0,0.5635030091297056,0.003503467903512813,0.07420322594008658,0.08952208063788628,0.01236082311062353,0.1897026662095591,0.3491502276828626,0.22530892917203804,0.17036836183026252,0.0,1.4923516788475866,0.0,0.04740900965643656,0.0
AK1031,Alaska,"Beginning on the date that is 30 days after the Attorney General notifies licensees under section 103(d) of the Brady Handgun Violence Prevention Act that the national instant criminal background check system is established, a licensed importer, licensed manufacturer, or licensed dealer shall not transfer a firearm to any other person who is not licensed under this chapter, unless—

(A) before the completion of the transfer, the licensee contacts the national instant criminal background check system established under section 103 of that Act;

(B) (i) the system provides the licensee with a unique identification number; or

(ii) 3 business days (meaning a day on which State offices are open) have elapsed since the licensee contacted the system, and the system has not notified the licensee that the receipt of a firearm by such other person would violate subsection (g) or (n) of this section; and

(C) the transferor has verified the identity of the transferee by examining a valid identification document (as defined in section 1028(d) of this title) of the transferee containing a photograph of the transferee.",1.2883464934398408,0.0,0.15758587811871816,0.0,0.09650815210295868,0.0,0.28099055559659525,1.4546708480530604,0.0,0.10965313258398682,0.0,0.0,0.0,0.32707502535267113,0.1756919260512006,0.033307440957334525,1.1578486836874329,0.043097208099513826,0.0,0.08307954209288158
AK1040,Alaska,"Common law castle doctrine. Common law castle doctrine was solidified in the United States throughout the 19th century.  “By the beginning of the twentieth century it was well accepted in the United States that a man attacked in his own home had no duty to retreat before using deadly force, so long as he reasonably believed it necessary to save his own life.” Indeed, by the 1920s, sources note that the castle doctrine expanded to cover situations where the individual had a reasonable fear of imminent death or severe bodily harm. (Catalfamo 509).",0.2896041048599077,0.8015984399075428,0.028639046036143024,0.7043277914837955,0.0,1.3931323148624453,0.0797363359657631,0.03283638320562064,0.0,0.0,0.0005985015088762839,0.0,0.0,0.34998913200055554,0.17082762196461998,0.373437641986398,0.2275078600277073,0.0,0.0,0.04491121015191561
AK1041,Alaska,"Beginning on the date that is 90 days after the date of enactment of this subsection and ending on the day before the date that is 60 months after such date of enactment, it shall be unlawful for any licensed importer, licensed manufacturer, or licensed dealer to sell, deliver, or transfer a handgun to an individual who is not licensed under section 923, unless—“(A) after the most recent proposal of such transfer by the transferee—(ii)(I) 5 business days (meaning days on which State offices are open) have elapsed from the date the transferor furnished notice of the contents of the statement to the chief law enforcement officer, during which period the transferor has not received information from the chief law enforcement officer that receipt or possession of the handgun by the transferee would be in violation of Federal, State, or local law; or

“(II) the transferor has received notice from the chief law enforcement officer that the officer has no information indicating that receipt or possession of the handgun by the transferee would violate Federal, State, or local law",0.9642907686874618,0.26024919996387647,0.0,0.04480365751224725,0.012270378706191729,0.07205684683900432,0.09216401754747305,1.3364345467487162,0.10838391165468605,0.21605368229516142,0.05635921939946594,0.08211331185047048,0.19454912285095713,0.155386041421368,0.0,0.0,0.874899936376856,0.20990628902924233,0.224034718963671,0.3197137704310831
